Event,Type,Net,Length,Maturity,Comment,image_name
78,RMT8,2,40,MS2,,JR255A_krill_image_73.JPG
78,RMT8,2,33,MS1,,JR255A_krill_image_73.JPG
78,RMT8,2,24,J,Board 4,JR255A_krill_image_75.JPG
78,RMT8,2,35,MS1,,JR255A_krill_image_75.JPG
78,RMT8,2,40,FS2,,JR255A_krill_image_75.JPG
78,RMT8,2,38,FS1,,JR255A_krill_image_75.JPG
78,RMT8,2,36,MS1,,JR255A_krill_image_75.JPG
78,RMT8,2,37,MS1,,JR255A_krill_image_75.JPG
78,RMT8,2,24,J,,JR255A_krill_image_75.JPG
78,RMT8,2,39,FS2,,JR255A_krill_image_75.JPG
78,RMT8,2,35,FS1,,JR255A_krill_image_75.JPG
78,RMT8,2,37,MS1,,JR255A_krill_image_75.JPG
78,RMT8,2,26,J,,JR255A_krill_image_75.JPG
78,RMT8,2,29,J,,JR255A_krill_image_75.JPG
78,RMT8,2,21,J,,JR255A_krill_image_75.JPG
78,RMT8,2,40,MS2,,JR255A_krill_image_75.JPG
78,RMT8,2,38,MS2,,JR255A_krill_image_75.JPG
78,RMT8,2,30,J,,JR255A_krill_image_75.JPG
78,RMT8,2,37,FS1,,JR255A_krill_image_75.JPG
78,RMT8,2,40,MS2,,JR255A_krill_image_75.JPG
78,RMT8,2,41,MS2,,JR255A_krill_image_75.JPG
78,RMT8,2,47,FS2,,JR255A_krill_image_75.JPG
78,RMT8,2,40,MS2,,JR255A_krill_image_75.JPG
78,RMT8,2,35,MS1,,JR255A_krill_image_75.JPG
78,RMT8,2,44,FS2,,JR255A_krill_image_75.JPG
78,RMT8,2,23,J,,JR255A_krill_image_75.JPG
78,RMT8,2,32,FS1,,JR255A_krill_image_75.JPG
87,RMT8,1,51,MS3,Board 1,JR255A_krill_image_85.JPG
87,RMT8,1,49,MS1,,JR255A_krill_image_85.JPG
87,RMT8,1,46,MS3,,JR255A_krill_image_85.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,42,FS1,,JR255A_krill_image_85.JPG
87,RMT8,1,38,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,45,FS3,,JR255A_krill_image_85.JPG
87,RMT8,1,42,MS2,,JR255A_krill_image_85.JPG
87,RMT8,1,46,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,48,MS3,,JR255A_krill_image_85.JPG
87,RMT8,1,28,J,,JR255A_krill_image_85.JPG
87,RMT8,1,35,FS1,,JR255A_krill_image_85.JPG
87,RMT8,1,38,FS1,,JR255A_krill_image_85.JPG
87,RMT8,1,44,MS2,,JR255A_krill_image_85.JPG
87,RMT8,1,39,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,35,FS1,,JR255A_krill_image_85.JPG
87,RMT8,1,47,FS2,,JR255A_krill_image_85.JPG
87,RMT8,1,36,MS1,,JR255A_krill_image_85.JPG
87,RMT8,1,39,MS2,,JR255A_krill_image_85.JPG
87,RMT8,1,37,FS1,,JR255A_krill_image_85.JPG
87,RMT8,1,37,MS1,,JR255A_krill_image_85.JPG
87,RMT8,1,24,J,,JR255A_krill_image_85.JPG
87,RMT8,1,45,MS3,,JR255A_krill_image_85.JPG
87,RMT8,1,40,FS1,Board 2,JR255A_krill_image_87.JPG
87,RMT8,1,42,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,41,MS1,,JR255A_krill_image_87.JPG
87,RMT8,1,37,FS1,,JR255A_krill_image_87.JPG
87,RMT8,1,42,MS1,,JR255A_krill_image_87.JPG
87,RMT8,1,36,MS1,,JR255A_krill_image_87.JPG
87,RMT8,1,39,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,44,FS3,,JR255A_krill_image_87.JPG
87,RMT8,1,47,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,44,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,40,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,40,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,42,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,40,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,47,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,41,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,31,J,,JR255A_krill_image_87.JPG
87,RMT8,1,36,FS1,,JR255A_krill_image_87.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,37,MS1,,JR255A_krill_image_87.JPG
87,RMT8,1,43,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,43,MS2,,JR255A_krill_image_87.JPG
87,RMT8,1,44,MS3,,JR255A_krill_image_87.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_87.JPG
87,RMT8,1,43,MS1,,JR255A_krill_image_87.JPG
87,RMT8,1,45,FS2,Board 3,JR255A_krill_image_89.JPG
87,RMT8,1,52,MS3,,JR255A_krill_image_89.JPG
87,RMT8,1,41,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,28,J,,JR255A_krill_image_89.JPG
87,RMT8,1,37,MS1,,JR255A_krill_image_89.JPG
87,RMT8,1,35,MS1,,JR255A_krill_image_89.JPG
87,RMT8,1,47,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,42,MS2,,JR255A_krill_image_89.JPG
87,RMT8,1,42,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,37,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,35,FS1,,JR255A_krill_image_89.JPG
87,RMT8,1,42,MS2,,JR255A_krill_image_89.JPG
87,RMT8,1,42,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,46,FS3,,JR255A_krill_image_89.JPG
87,RMT8,1,40,MS2,,JR255A_krill_image_89.JPG
87,RMT8,1,37,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,48,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,42,MS2,,JR255A_krill_image_89.JPG
87,RMT8,1,40,FS1,,JR255A_krill_image_89.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,42,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,45,FS2,,JR255A_krill_image_89.JPG
87,RMT8,1,46,MS3,,JR255A_krill_image_89.JPG
87,RMT8,1,37,FS1,,JR255A_krill_image_89.JPG
87,RMT8,1,33,MS1,Board 4,JR255A_krill_image_91.JPG
87,RMT8,1,37,MS1,,JR255A_krill_image_91.JPG
87,RMT8,1,41,FS2,,JR255A_krill_image_91.JPG
87,RMT8,1,37,FS1,,JR255A_krill_image_91.JPG
87,RMT8,1,32,FS1,,JR255A_krill_image_91.JPG
87,RMT8,1,40,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,45,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,36,FS2,,JR255A_krill_image_91.JPG
87,RMT8,1,42,FS1,,JR255A_krill_image_91.JPG
87,RMT8,1,39,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,42,MS3,,JR255A_krill_image_91.JPG
87,RMT8,1,43,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,45,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,40,FS2,,JR255A_krill_image_91.JPG
87,RMT8,1,44,FS3,,JR255A_krill_image_91.JPG
87,RMT8,1,36,MS1,,JR255A_krill_image_91.JPG
87,RMT8,1,40,MS2,,JR255A_krill_image_91.JPG
87,RMT8,1,38,MS1,,JR255A_krill_image_91.JPG
87,RMT8,1,39,FS3,,JR255A_krill_image_91.JPG
87,RMT8,1,43,MS3,,JR255A_krill_image_91.JPG
87,RMT8,1,41,FS2,,JR255A_krill_image_91.JPG
87,RMT8,1,44,MS3,,JR255A_krill_image_91.JPG
87,RMT8,1,43,FS2,,JR255A_krill_image_91.JPG
87,RMT8,1,25,FS1,,JR255A_krill_image_91.JPG
87,RMT8,1,37,FS1,,JR255A_krill_image_91.JPG
87,RMT8,2,24,J,Board 1,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,22,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,,JR255A_krill_image_77.JPG
87,RMT8,2,25,J,,JR255A_krill_image_77.JPG
87,RMT8,2,25,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,,JR255A_krill_image_77.JPG
87,RMT8,2,22,J,,JR255A_krill_image_77.JPG
87,RMT8,2,22,J,,JR255A_krill_image_77.JPG
87,RMT8,2,24,J,,JR255A_krill_image_77.JPG
87,RMT8,2,24,J,,JR255A_krill_image_77.JPG
87,RMT8,2,28,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,,JR255A_krill_image_77.JPG
87,RMT8,2,24,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,24,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,,JR255A_krill_image_77.JPG
87,RMT8,2,22,J,,JR255A_krill_image_77.JPG
87,RMT8,2,26,J,,JR255A_krill_image_77.JPG
87,RMT8,2,23,J,Board 2,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,23,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,23,J,,JR255A_krill_image_79.JPG
87,RMT8,2,22,J,,JR255A_krill_image_79.JPG
87,RMT8,2,23,J,,JR255A_krill_image_79.JPG
87,RMT8,2,26,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,22,J,,JR255A_krill_image_79.JPG
87,RMT8,2,22,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,26,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,23,J,,JR255A_krill_image_79.JPG
87,RMT8,2,31,J,,JR255A_krill_image_79.JPG
87,RMT8,2,35,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,24,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,,JR255A_krill_image_79.JPG
87,RMT8,2,26,J,,JR255A_krill_image_79.JPG
87,RMT8,2,25,J,Board 3,JR255A_krill_image_81.JPG
87,RMT8,2,25,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,22,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,26,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,22,J,,JR255A_krill_image_81.JPG
87,RMT8,2,24,J,,JR255A_krill_image_81.JPG
87,RMT8,2,27,J,,JR255A_krill_image_81.JPG
87,RMT8,2,25,J,,JR255A_krill_image_81.JPG
87,RMT8,2,26,J,,JR255A_krill_image_81.JPG
87,RMT8,2,25,J,,JR255A_krill_image_81.JPG
87,RMT8,2,26,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,26,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,21,J,,JR255A_krill_image_81.JPG
87,RMT8,2,21,J,,JR255A_krill_image_81.JPG
87,RMT8,2,22,J,,JR255A_krill_image_81.JPG
87,RMT8,2,24,J,,JR255A_krill_image_81.JPG
87,RMT8,2,22,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,23,J,,JR255A_krill_image_81.JPG
87,RMT8,2,22,J,,JR255A_krill_image_81.JPG
87,RMT8,2,20,J,Board 4,JR255A_krill_image_83.JPG
87,RMT8,2,25,J,,JR255A_krill_image_83.JPG
87,RMT8,2,25,J,,JR255A_krill_image_83.JPG
87,RMT8,2,22,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,26,J,,JR255A_krill_image_83.JPG
87,RMT8,2,22,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,25,J,,JR255A_krill_image_83.JPG
87,RMT8,2,24,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,20,J,,JR255A_krill_image_83.JPG
87,RMT8,2,26,J,,JR255A_krill_image_83.JPG
87,RMT8,2,24,J,,JR255A_krill_image_83.JPG
87,RMT8,2,24,J,,JR255A_krill_image_83.JPG
87,RMT8,2,24,J,,JR255A_krill_image_83.JPG
87,RMT8,2,35,J,,JR255A_krill_image_83.JPG
87,RMT8,2,29,J,,JR255A_krill_image_83.JPG
87,RMT8,2,23,J,,JR255A_krill_image_83.JPG
87,RMT8,2,24,J,,JR255A_krill_image_83.JPG
87,RMT8,2,26,J,,JR255A_krill_image_83.JPG
97,RMT8,2,43,FS1,Board 1,JR255A_krill_image_93.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,45,MS2,,JR255A_krill_image_93.JPG
97,RMT8,2,46,FS2,,JR255A_krill_image_93.JPG
97,RMT8,2,43,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,40,FS2,,JR255A_krill_image_93.JPG
97,RMT8,2,45,MS3,,JR255A_krill_image_93.JPG
97,RMT8,2,44,MS3,,JR255A_krill_image_93.JPG
97,RMT8,2,38,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,47,MS3,,JR255A_krill_image_93.JPG
97,RMT8,2,36,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,38,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,38,MS1,,JR255A_krill_image_93.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,45,MS3,,JR255A_krill_image_93.JPG
97,RMT8,2,40,MS1,,JR255A_krill_image_93.JPG
97,RMT8,2,36,FS1,,JR255A_krill_image_93.JPG
97,RMT8,2,42,MS1,,JR255A_krill_image_93.JPG
97,RMT8,2,45,FS2,,JR255A_krill_image_93.JPG
97,RMT8,2,45,MS2,,JR255A_krill_image_93.JPG
97,RMT8,2,44,MS3,,JR255A_krill_image_93.JPG
97,RMT8,2,37,FS2,,JR255A_krill_image_93.JPG
97,RMT8,2,44,MS2,,JR255A_krill_image_93.JPG
97,RMT8,2,41,MS2,,JR255A_krill_image_93.JPG
97,RMT8,2,45,FS2,Board 2,JR255A_krill_image_95.JPG
97,RMT8,2,33,J,,JR255A_krill_image_95.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,46,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,39,MS1,,JR255A_krill_image_95.JPG
97,RMT8,2,47,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,38,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,37,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,43,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,46,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,39,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,44,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,40,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,45,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,49,MS1,,JR255A_krill_image_95.JPG
97,RMT8,2,47,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,46,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,40,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,38,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,37,FS1,,JR255A_krill_image_95.JPG
97,RMT8,2,46,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,42,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,43,MS3,,JR255A_krill_image_95.JPG
97,RMT8,2,45,FS2,,JR255A_krill_image_95.JPG
97,RMT8,2,46,MS3,Board 3,JR255A_krill_image_97.JPG
97,RMT8,2,46,MS3,,JR255A_krill_image_97.JPG
97,RMT8,2,39,MS1,,JR255A_krill_image_97.JPG
97,RMT8,2,44,MS3,,JR255A_krill_image_97.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,41,MS1,,JR255A_krill_image_97.JPG
97,RMT8,2,45,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,40,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,44,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,39,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,37,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,39,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,47,MS1,,JR255A_krill_image_97.JPG
97,RMT8,2,40,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,35,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,44,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,44,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,39,FS2,,JR255A_krill_image_97.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,45,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,39,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,40,FS1,,JR255A_krill_image_97.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_97.JPG
97,RMT8,2,41,FS1,Board 4,JR255A_krill_image_99.JPG
97,RMT8,2,38,MS1,,JR255A_krill_image_99.JPG
97,RMT8,2,46,MS3,,JR255A_krill_image_99.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,43,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,45,MS3,,JR255A_krill_image_99.JPG
97,RMT8,2,32,J,,JR255A_krill_image_99.JPG
97,RMT8,2,44,MS3,,JR255A_krill_image_99.JPG
97,RMT8,2,46,MS3,,JR255A_krill_image_99.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,39,MS1,,JR255A_krill_image_99.JPG
97,RMT8,2,32,J,,JR255A_krill_image_99.JPG
97,RMT8,2,37,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_99.JPG
97,RMT8,2,43,FS2,,JR255A_krill_image_99.JPG
97,RMT8,2,38,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,41,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,40,FS1,,JR255A_krill_image_99.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_99.JPG
97,RMT8,2,45,FS2,,JR255A_krill_image_99.JPG
97,RMT8,2,29,J,,JR255A_krill_image_99.JPG
97,RMT8,2,42,MS2,,JR255A_krill_image_99.JPG
97,RMT8,2,38,MS2,,JR255A_krill_image_99.JPG
97,RMT8,2,43,MS2,,JR255A_krill_image_99.JPG
97,RMT8,2,45,MS3,,JR255A_krill_image_99.JPG
99,RMT8,2,45,MS2,Board 1,JR255A_krill_image_101.JPG
99,RMT8,2,27,J,,JR255A_krill_image_101.JPG
99,RMT8,2,20,J,,JR255A_krill_image_101.JPG
99,RMT8,2,29,J,,JR255A_krill_image_101.JPG
99,RMT8,2,23,J,,JR255A_krill_image_101.JPG
99,RMT8,2,34,FS1,,JR255A_krill_image_101.JPG
99,RMT8,2,28,J,,JR255A_krill_image_101.JPG
99,RMT8,2,24,J,,JR255A_krill_image_101.JPG
99,RMT8,2,23,J,,JR255A_krill_image_101.JPG
99,RMT8,2,22,J,,JR255A_krill_image_101.JPG
99,RMT8,2,26,J,,JR255A_krill_image_101.JPG
99,RMT8,2,34,J,,JR255A_krill_image_101.JPG
99,RMT8,2,30,J,,JR255A_krill_image_101.JPG
99,RMT8,2,31,J,,JR255A_krill_image_101.JPG
99,RMT8,2,33,MS1,,JR255A_krill_image_101.JPG
99,RMT8,2,31,J,,JR255A_krill_image_101.JPG
99,RMT8,2,26,J,,JR255A_krill_image_101.JPG
99,RMT8,2,27,J,,JR255A_krill_image_101.JPG
99,RMT8,2,25,J,,JR255A_krill_image_101.JPG
99,RMT8,2,27,J,,JR255A_krill_image_101.JPG
99,RMT8,2,23,J,,JR255A_krill_image_101.JPG
99,RMT8,2,26,J,,JR255A_krill_image_101.JPG
99,RMT8,2,28,J,,JR255A_krill_image_101.JPG
99,RMT8,2,30,J,,JR255A_krill_image_101.JPG
99,RMT8,2,29,J,,JR255A_krill_image_101.JPG
99,RMT8,2,27,J,Board 2,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,24,J,,JR255A_krill_image_103.JPG
99,RMT8,2,32,J,,JR255A_krill_image_103.JPG
99,RMT8,2,24,J,,JR255A_krill_image_103.JPG
99,RMT8,2,26,J,,JR255A_krill_image_103.JPG
99,RMT8,2,30,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,23,J,,JR255A_krill_image_103.JPG
99,RMT8,2,30,J,,JR255A_krill_image_103.JPG
99,RMT8,2,26,J,,JR255A_krill_image_103.JPG
99,RMT8,2,26,J,,JR255A_krill_image_103.JPG
99,RMT8,2,24,J,,JR255A_krill_image_103.JPG
99,RMT8,2,25,J,,JR255A_krill_image_103.JPG
99,RMT8,2,31,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,25,J,,JR255A_krill_image_103.JPG
99,RMT8,2,25,J,,JR255A_krill_image_103.JPG
99,RMT8,2,25,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,24,J,,JR255A_krill_image_103.JPG
99,RMT8,2,23,J,,JR255A_krill_image_103.JPG
99,RMT8,2,24,J,,JR255A_krill_image_103.JPG
99,RMT8,2,22,J,,JR255A_krill_image_103.JPG
99,RMT8,2,19,J,Board 3,JR255A_krill_image_105.JPG
99,RMT8,2,27,J,,JR255A_krill_image_105.JPG
99,RMT8,2,32,J,,JR255A_krill_image_105.JPG
99,RMT8,2,25,J,,JR255A_krill_image_105.JPG
99,RMT8,2,42,FS1,,JR255A_krill_image_105.JPG
99,RMT8,2,29,J,,JR255A_krill_image_105.JPG
99,RMT8,2,23,J,,JR255A_krill_image_105.JPG
99,RMT8,2,28,J,,JR255A_krill_image_105.JPG
99,RMT8,2,25,J,,JR255A_krill_image_105.JPG
99,RMT8,2,34,FS1,,JR255A_krill_image_105.JPG
99,RMT8,2,20,J,,JR255A_krill_image_105.JPG
99,RMT8,2,23,J,,JR255A_krill_image_105.JPG
99,RMT8,2,30,J,,JR255A_krill_image_105.JPG
99,RMT8,2,24,J,,JR255A_krill_image_105.JPG
99,RMT8,2,26,J,,JR255A_krill_image_105.JPG
99,RMT8,2,29,J,,JR255A_krill_image_105.JPG
99,RMT8,2,29,J,,JR255A_krill_image_105.JPG
99,RMT8,2,33,J,,JR255A_krill_image_105.JPG
99,RMT8,2,21,J,,JR255A_krill_image_105.JPG
99,RMT8,2,29,J,,JR255A_krill_image_105.JPG
99,RMT8,2,26,J,,JR255A_krill_image_105.JPG
99,RMT8,2,26,J,,JR255A_krill_image_105.JPG
99,RMT8,2,39,FS1,,JR255A_krill_image_105.JPG
99,RMT8,2,23,J,,JR255A_krill_image_105.JPG
99,RMT8,2,28,J,,JR255A_krill_image_105.JPG
99,RMT8,2,29,J,Board 4,JR255A_krill_image_107.JPG
99,RMT8,2,23,J,,JR255A_krill_image_107.JPG
99,RMT8,2,25,J,,JR255A_krill_image_107.JPG
99,RMT8,2,31,J,,JR255A_krill_image_107.JPG
99,RMT8,2,30,J,,JR255A_krill_image_107.JPG
99,RMT8,2,25,J,,JR255A_krill_image_107.JPG
99,RMT8,2,25,J,,JR255A_krill_image_107.JPG
99,RMT8,2,22,J,,JR255A_krill_image_107.JPG
99,RMT8,2,23,J,,JR255A_krill_image_107.JPG
99,RMT8,2,25,J,,JR255A_krill_image_107.JPG
99,RMT8,2,22,J,,JR255A_krill_image_107.JPG
99,RMT8,2,28,J,,JR255A_krill_image_107.JPG
99,RMT8,2,26,J,,JR255A_krill_image_107.JPG
99,RMT8,2,24,J,,JR255A_krill_image_107.JPG
99,RMT8,2,27,J,,JR255A_krill_image_107.JPG
99,RMT8,2,28,J,,JR255A_krill_image_107.JPG
99,RMT8,2,34,J,,JR255A_krill_image_107.JPG
99,RMT8,2,21,J,,JR255A_krill_image_107.JPG
99,RMT8,2,29,J,,JR255A_krill_image_107.JPG
99,RMT8,2,29,J,,JR255A_krill_image_107.JPG
99,RMT8,2,22,J,,JR255A_krill_image_107.JPG
99,RMT8,2,25,J,,JR255A_krill_image_107.JPG
99,RMT8,2,27,J,,JR255A_krill_image_107.JPG
99,RMT8,2,28,J,,JR255A_krill_image_107.JPG
99,RMT8,2,30,J,,JR255A_krill_image_107.JPG
